order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price
1734787,18/12/2019,18283,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,1,205000
1738360,24/12/2019,12748,Jakarta Utara,DKI Jakarta,P1884,BRAND_J,10,740000
1699225,07/10/2019,16984,Jakarta Pusat,DKI Jakarta,P3958,BRAND_W,6,520000
1677466,31/07/2019,13418,Bekasi,Jawa Barat,P0674,BRAND_C,12,159000
1724695,02/12/2019,16242,Jakarta Barat,DKI Jakarta,P2760,BRAND_P,6,590000
1734700,18/12/2019,14049,Surakarta,Jawa Tengah,P2793,BRAND_P,6,747000
1704511,20/10/2019,16931,Jakarta Pusat,DKI Jakarta,P0168,BRAND_A,1,1325000
1736569,22/12/2019,17769,Malang,Jawa Timur,P2793,BRAND_P,12,747000
1721599,26/11/2019,17495,Bandung,Jawa Barat,P3309,BRAND_S,12,450000
1716376,15/11/2019,16156,Malang,Jawa Timur,P3217,BRAND_S,4,1325000
1683586,19/08/2019,14796,Yogyakarta,Yogyakarta,P2900,BRAND_R,1,1045000
1727902,08/12/2019,16794,Surakarta,Jawa Tengah,P2865,BRAND_R,,1045000
1699864,09/10/2019,15845,Bogor,Jawa Barat,P0158,BRAND_A,36,240000
1720747,25/11/2019,16633,Jakarta Selatan,DKI Jakarta,P2047,BRAND_L,4,1325000
1734124,17/12/2019,17338,Tangerang,Banten,P3250,BRAND_S,6,310000
1690615,11/09/2019,17841,Jakarta Utara,DKI Jakarta,P2086,BRAND_L,1,590000
1697296,01/10/2019,12526,Denpasar,Bali,P0310,BRAND_B,3,1745000
1737349,23/12/2019,17346,Purwokerto,Jawa Tengah,P3183,BRAND_S,2,240000
1687810,02/09/2019,17870,Surakarta,Jawa Tengah,P3057,BRAND_R,5,3494000
1671937,14/07/2019,17001,Malang,Jawa Timur,P0314,BRAND_B,20,159000
1716952,17/11/2019,14629,Jakarta Selatan,DKI Jakarta,P1805,BRAND_H,1,1500000
1695442,26/09/2019,16187,Jakarta Selatan,DKI Jakarta,P1891,BRAND_J,20,740000
1732648,15/12/2019,17841,Jakarta Utara,DKI Jakarta,P3504,BRAND_S,8,159000
1711465,04/11/2019,14096,Surakarta,Jawa Tengah,P2535,BRAND_P,2,1458000
1728160,08/12/2019,16726,Jakarta Pusat,DKI Jakarta,P0125,BRAND_A,1,205000
1721692,26/11/2019,16729,Jakarta Utara,DKI Jakarta,P0201,BRAND_A,7,159000
1718596,20/11/2019,17841,Jakarta Utara,DKI Jakarta,P2781,BRAND_P,3,520000
1690120,10/09/2019,12569,Denpasar,Bali,P3011,BRAND_R,6,747000
1731892,13/12/2019,14593,Jakarta Pusat,DKI Jakarta,P0106,BRAND_A,1,450000
1727110,05/12/2019,13767,Jakarta Timur,DKI Jakarta,P1679,BRAND_H,192,660000
1736362,20/12/2019,13589,Bogor,Jawa Barat,P1803,BRAND_H,4,1745000
1720030,24/11/2019,13566,Jakarta Pusat,DKI Jakarta,P0428,BRAND_B,1,1500000
1708591,29/10/2019,17957,Yogyakarta,Yogyakarta,P0579,BRAND_B,2,884000
1716844,17/11/2019,17211,Tangerang,Banten,P1803,BRAND_H,3,1745000
1733236,16/12/2019,18139,Jakarta Barat,DKI Jakarta,P4125,BRAND_W,25,159000
1723444,29/11/2019,18022,Jakarta Selatan,DKI Jakarta,P3340,BRAND_S,1,205000
1672414,15/07/2019,15825,Yogyakarta,Yogyakarta,P1742,BRAND_H,12,590000
1713817,10/11/2019,13878,Jakarta Pusat,DKI Jakarta,P0677,BRAND_C,6,2200000
1716934,17/11/2019,14035,Bogor,Jawa Barat,P3510,BRAND_S,4,747000
1713637,08/11/2019,12856,Surakarta,Jawa Tengah,P0797,BRAND_C,2,747000
1731151,12/12/2019,14191,Bogor,Jawa Barat,P4020,BRAND_W,24,450000
1677385,31/07/2019,17238,Jakarta Timur,DKI Jakarta,P0066,BRAND_A,1,747000
1714300,11/11/2019,13015,Bogor,Jawa Barat,P4141,BRAND_W,25,159000
1693603,19/09/2019,12748,Jakarta Utara,DKI Jakarta,P0840,BRAND_C,3,310000
1684189,21/08/2019,13458,Bekasi,Jawa Barat,P1906,BRAND_J,10,740000
1730797,12/12/2019,15443,Depok,Jawa Barat,P0119,BRAND_A,3,303000
1677397,31/07/2019,15053,Jakarta Barat,DKI Jakarta,P0121,BRAND_A,1,590000
1711993,05/11/2019,16362,Jakarta Selatan,DKI Jakarta,P2763,BRAND_P,1,590000
1737502,23/12/2019,16800,Jakarta Selatan,DKI Jakarta,,BRAND_A,2,1745000
1730557,11/12/2019,16809,Yogyakarta,Yogyakarta,P2092,BRAND_L,10,590000
1671835,14/07/2019,13089,Jakarta Timur,DKI Jakarta,P3442,BRAND_S,12,590000
1680637,09/08/2019,14722,Yogyakarta,Yogyakarta,P3019,BRAND_R,2,345000
1695364,26/09/2019,14239,Yogyakarta,Yogyakarta,P3008,BRAND_R,6,1745000
1682329,15/08/2019,13995,Jakarta Selatan,DKI Jakarta,P1741,BRAND_H,12,1045000
1706110,23/10/2019,12748,Jakarta Utara,DKI Jakarta,P0889,BRAND_C,1,695000
1677601,01/08/2019,13291,Jakarta Barat,DKI Jakarta,P3019,BRAND_R,2,345000
1727095,05/12/2019,16094,Jakarta Pusat,DKI Jakarta,P1778,BRAND_H,4,1325000
1690108,10/09/2019,13394,Jakarta Pusat,DKI Jakarta,P3079,BRAND_R,10,79000
1738816,25/12/2019,15024,Yogyakarta,Yogyakarta,P0126,BRAND_A,3,205000
1705594,22/10/2019,16713,Yogyakarta,Yogyakarta,P3188,BRAND_S,2,159000
1679596,07/08/2019,14409,Jakarta Barat,DKI Jakarta,P2949,BRAND_R,,159000
1709692,31/10/2019,17813,Malang,Jawa Timur,P1797,BRAND_H,2,
1668607,04/07/2019,14606,Jakarta Barat,DKI Jakarta,P2036,BRAND_L,2,450000
1715572,13/11/2019,15468,Jakarta Barat,DKI Jakarta,P3621,BRAND_S,4,2095000
1671958,15/07/2019,15076,Jakarta Selatan,DKI Jakarta,P3354,BRAND_S,24,450000
1679473,06/08/2019,17576,Tangerang,Banten,P1975,BRAND_L,12,590000
1677181,31/07/2019,15738,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,24,205000
1722721,28/11/2019,15998,Bandung,Jawa Barat,P0232,BRAND_A,6,450000
1701601,14/10/2019,16460,Jakarta Utara,DKI Jakarta,P0375,BRAND_B,12,450000
1695358,26/09/2019,16722,Bekasi,Jawa Barat,P4113,BRAND_W,25,159000
1680319,08/08/2019,17554,Jakarta Selatan,DKI Jakarta,P2889,BRAND_R,1,2987000
1725916,04/12/2019,14188,Bekasi,Jawa Barat,P1910,BRAND_J,20,740000
1741447,29/12/2019,16033,Yogyakarta,Yogyakarta,P0126,BRAND_A,4,205000
1706026,23/10/2019,14298,Yogyakarta,Yogyakarta,P0737,BRAND_C,30,264000
1673875,18/07/2019,16161,Jakarta Barat,DKI Jakarta,P1914,BRAND_J,10,740000
1734124,17/12/2019,17338,Tangerang,Banten,P3374,BRAND_S,5,1500000
1721977,27/11/2019,15275,Bandung,Jawa Barat,P0807,BRAND_C,48,149000
1731757,13/12/2019,18034,Jakarta Pusat,DKI Jakarta,P3185,BRAND_S,4,240000
1705039,21/10/2019,14096,Surakarta,Jawa Tengah,P0164,BRAND_A,4,583000
1732315,15/12/2019,18118,Jakarta Selatan,DKI Jakarta,P2092,BRAND_L,2,590000
1673398,18/07/2019,14854,Jakarta Selatan,DKI Jakarta,P3596,BRAND_S,3,1745000
1724590,02/12/2019,15719,Jakarta Barat,DKI Jakarta,P0793,BRAND_C,24,79000
1683076,18/08/2019,16241,Jakarta Timur,DKI Jakarta,P2772,BRAND_P,1,450000
1733323,16/12/2019,16712,Surakarta,Jawa Tengah,P0575,BRAND_B,6,159000
1678570,02/08/2019,13955,Depok,Jawa Barat,P3546,BRAND_S,8,590000
1691773,15/09/2019,15984,Surakarta,Jawa Tengah,P4033,BRAND_W,1,904000
1674226,19/07/2019,17858,Jakarta Pusat,DKI Jakarta,P2517,BRAND_P,2,2637000
1699750,08/10/2019,15343,Yogyakarta,Yogyakarta,P3069,BRAND_R,6,1045000
1678093,02/08/2019,17735,Malang,Jawa Timur,P1912,BRAND_J,10,740000
1713925,11/11/2019,12475,Denpasar,Bali,P0310,BRAND_B,3,1745000
1683295,19/08/2019,14194,Purwokerto,Jawa Tengah,P1699,BRAND_H,12,450000
1721710,26/11/2019,14667,Jakarta Selatan,DKI Jakarta,P3945,BRAND_W,3,2900000
1735525,19/12/2019,16892,Surabaya,Jawa Timur,P0765,BRAND_C,1,1465000
1692499,17/09/2019,15089,Jakarta Selatan,DKI Jakarta,P3025,BRAND_R,10,590000
1689067,05/09/2019,17248,Tangerang,Banten,P2404,BRAND_P,2,113000
1701415,11/10/2019,17652,Jakarta Pusat,DKI Jakarta,P1910,BRAND_J,20,740000
1676101,26/07/2019,17920,Jakarta Selatan,DKI Jakarta,P3507,BRAND_S,2,159000
1704568,20/10/2019,14757,Purwokerto,Jawa Tengah,P0255,BRAND_A,24,604000
1712530,06/11/2019,17293,Semarang,Jawa Tengah,P0825,BRAND_C,4,450000
1671796,14/07/2019,13097,Tangerang,Banten,P3256,BRAND_S,1,1745000
1714327,11/11/2019,17049,Jakarta Utara,DKI Jakarta,P0332,BRAND_B,2,1325000
1680076,08/08/2019,18283,Jakarta Selatan,DKI Jakarta,P3291,BRAND_S,2,1465000
1704457,20/10/2019,16480,Jakarta Timur,DKI Jakarta,P2702,BRAND_P,1,149000
1724896,03/12/2019,17964,Tangerang,Banten,P1898,BRAND_J,1,740000
1675696,25/07/2019,14803,Jakarta Selatan,DKI Jakarta,P0628,BRAND_C,1,1745000
1684552,21/08/2019,18226,Jakarta Utara,DKI Jakarta,P1906,BRAND_J,10,740000
1720243,24/11/2019,16877,Purwokerto,Jawa Tengah,P3184,BRAND_S,10,240000
1711399,04/11/2019,16791,Jakarta Barat,DKI Jakarta,P0578,BRAND_B,3,884000
1708993,30/10/2019,18237,Jakarta Pusat,DKI Jakarta,P2968,BRAND_R,1,4475000
1718734,20/11/2019,16345,Bogor,Jawa Barat,P3103,BRAND_S,1,3494000
1690693,11/09/2019,16633,Jakarta Selatan,DKI Jakarta,P4045,BRAND_W,2,3494000
1742617,31/12/2019,18283,Jakarta Selatan,DKI Jakarta,P2420,BRAND_P,2,149000
1698916,07/10/2019,14110,Bogor,Jawa Barat,P4025,BRAND_W,4,1500000
1687099,29/08/2019,17692,Jakarta Barat,DKI Jakarta,P2807,BRAND_P,12,450000
1676626,29/07/2019,13301,Jakarta Barat,DKI Jakarta,P0047,BRAND_A,1,2795000
1708564,29/10/2019,16474,Jakarta Selatan,DKI Jakarta,P4071,BRAND_W,6,1045000
1724881,03/12/2019,17091,Tangerang,Banten,P1898,BRAND_J,10,740000
1740163,26/12/2019,18122,Jakarta Selatan,DKI Jakarta,P4012,BRAND_W,8,1024000
1703035,16/10/2019,15399,Jakarta Timur,DKI Jakarta,P2103,BRAND_L,10,590000
1710022,01/11/2019,12519,Denpasar,Bali,P3082,BRAND_R,6,1045000
1673236,17/07/2019,15750,Depok,Jawa Barat,P0568,BRAND_B,25,159000
1690654,11/09/2019,17757,Tangerang,Banten,P3588,BRAND_S,1,695000
1713313,07/11/2019,18130,Jakarta Selatan,DKI Jakarta,P0119,BRAND_A,12,303000
1726501,05/12/2019,16003,Depok,Jawa Barat,P3045,BRAND_R,12,450000
1674316,21/07/2019,15644,Surakarta,Jawa Tengah,P2094,BRAND_L,3,590000
1700929,11/10/2019,15382,Jakarta Pusat,DKI Jakarta,P1891,BRAND_J,20,740000
1674697,22/07/2019,17841,Jakarta Utara,DKI Jakarta,P0296,BRAND_B,2,310000
1741858,30/12/2019,15053,Jakarta Barat,DKI Jakarta,P0822,BRAND_C,12,149000
1736056,20/12/2019,16779,Jakarta Pusat,DKI Jakarta,P2932,BRAND_R,12,904000
1709089,30/10/2019,16843,Jakarta Pusat,DKI Jakarta,P3330,BRAND_S,4,1395000
1687675,30/08/2019,13451,Jakarta Timur,DKI Jakarta,P3275,BRAND_S,3,520000
1681753,13/08/2019,13827,Malang,Jawa Timur,P0708,BRAND_C,1,520000
1680772,11/08/2019,13340,Depok,Jawa Barat,P2494,BRAND_P,40,904000
1707109,25/10/2019,18217,Malang,Jawa Timur,P2584,BRAND_P,12,695000
1710733,03/11/2019,14514,Jakarta Barat,DKI Jakarta,P4080,BRAND_W,22,113000
1674583,22/07/2019,14583,Jakarta Pusat,DKI Jakarta,P3497,BRAND_S,5,86000
1740829,27/12/2019,16426,Jakarta Pusat,DKI Jakarta,P0071,BRAND_A,1,695000
1698073,03/10/2019,13871,Yogyakarta,Yogyakarta,P3013,BRAND_R,6,1745000
1734907,18/12/2019,16057,Tangerang,Banten,P2101,BRAND_L,10,590000
1710694,03/11/2019,16685,Jakarta Selatan,DKI Jakarta,P0875,BRAND_C,3,590000
1730773,12/12/2019,17419,Jakarta Selatan,DKI Jakarta,P2964,BRAND_R,4,1500000
1724479,02/12/2019,15870,Tangerang,Banten,P2443,BRAND_P,1,205000
1669330,05/07/2019,12712,Denpasar,Bali,P2872,BRAND_R,6,2900000
